ISO_CODE,ISO_NAME,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
SRB,Serbia and Montenegro,2.845036,2.836786,2.873278,3.119117,3.271725,3.413572,3.584613,3.75307,4.026586,4.251516,4.192012,4.911342,5.101568,5.552476,5.722756,5.986052,6.230326,5.942194,6.218585,6.165384,6.545672,5.42249,4.949558,4.302804,3.928393,4.439733,5.195103,5.714942,5.763926,4.133568,5.006402,5.435322,5.809141,6.214454,6.676686,6.179098,6.459286,6.312748,6.303192,5.891181,6.042056,6.541595,6.47444,6.60732,5.63472,5.921951,6.075883
SYC,Seychelles,0.405782,0.395056,0.357654,0.37929,0.375781,0.341289,0.94992,0.909649,0.954919,1.304437,1.578655,1.380085,1.049276,1.939801,1.937218,2.119528,2.457016,3.379624,3.811378,3.208791,2.66113,3.12619,2.714112,2.57621,1.320239,1.397459,1.438342,1.601923,1.653326,1.659015,2.217849,2.455197,3.439053,3.350417,3.321365,3.564609,4.247654,4.543958,4.660678,4.77814,5.030542,5.246473,5.222248,5.204547,5.383266,5.404674,5.516907
SLE,Sierra Leone,0.126832,0.122047,0.139433,0.124185,0.124505,0.136749,0.146215,0.143796,0.141572,0.171948,0.172391,0.172182,0.168368,0.164901,0.145859,0.158764,0.171277,0.215614,0.210863,0.191589,0.159294,0.184376,0.142098,0.140656,0.128441,0.137552,0.15182,0.158635,0.153421,0.15384,0.155853,0.159029,0.156438,0.162552,0.158764,0.153976,0.157997,0.164242,0.168878,0.160438,0.171821,0.174679,0.174726,0.170083,0.172822,0.169904,0.171937
SGP,Singapore,3.168964,3.120022,3.664559,4.010981,4.11451,4.081158,4.381615,4.79803,5.45086,5.786656,5.711835,6.059598,6.175685,6.546284,6.483791,6.535016,6.578564,6.530127,7.299779,7.590848,10.10187,10.40783,10.48847,11.75785,12.01181,12.50138,12.77204,12.48471,12.15405,12.70643,12.48569,12.16892,11.38355,11.50944,9.255071,9.013338,9.092608,9.205319,9.111556,8.520871,8.999723,8.668712,8.509008,8.456195,8.091624,8.515378,8.608854
SVK,Slovakia,10.39319,10.29513,10.38526,10.57903,10.6208,10.83002,10.88444,11.20652,11.71354,11.80308,12.45006,12.06636,11.62042,11.47345,11.82278,11.69873,11.11306,11.41905,11.54603,11.40872,11.45705,9.894251,9.216896,8.905366,8.453901,8.511206,8.540596,8.538882,8.330645,8.264278,7.945479,7.903614,7.831523,7.876596,7.834452,7.944874,7.936199,7.72395,7.730155,7.000223,7.594732,7.141525,6.983617,7.056784,6.619939,6.652202,6.767875
SVN,Slovenia,4.855038,4.793267,4.841672,5.433845,5.776124,5.409669,5.558427,5.799037,6.334273,6.661368,6.160411,6.215952,6.306831,6.97953,6.155021,6.129749,6.491522,5.523872,7.602596,8.130507,7.645796,7.087943,6.822776,7.241475,7.350208,7.819241,8.264398,8.515678,8.392496,8.088174,7.923619,8.789134,8.860653,8.725857,8.826637,8.852225,9.025749,8.950127,9.371688,8.374721,8.381771,7.864487,7.769158,7.438863,6.743064,6.949136,7.078173
SLB,Solomon Islands,0.230917,0.225422,0.190432,0.210387,0.225466,0.225624,0.216913,0.259568,0.480705,0.410468,0.312709,0.582284,0.406763,0.447604,0.421341,0.384438,0.338923,0.355399,0.38607,0.362146,0.355829,0.347842,0.317202,0.304227,0.309862,0.317044,0.322811,0.292086,0.29457,0.301018,0.340982,0.340221,0.307811,0.311759,0.332219,0.326626,0.321274,0.308584,0.343461,0.380192,0.429922,0.456705,0.466979,0.498536,0.517596,0.543198,0.570531
SOM,Somalia,0.094932,0.09441,0.108857,0.107013,0.111868,0.116453,0.118923,0.113012,0.107136,0.119731,0.109925,0.116787,0.107648,0.107405,0.10588,0.107336,0.122328,0.150879,0.1122,0.110759,0.08908,0.083502,0.081467,0.082517,0.092065,0.093813,0.091509,0.103669,0.092474,0.093731,0.090852,0.091554,0.087708,0.093321,0.092045,0.088867,0.08619,0.091028,0.092963,0.086585,0.091064,0.092637,0.092098,0.09013,0.090894,0.088969,0.088702
ZAF,South Africa,8.028414,7.743136,7.823337,8.285516,8.335867,8.740933,9.044236,8.790174,7.786383,7.796993,7.892526,8.007213,7.653989,7.163411,7.445383,7.331202,7.027695,7.330311,7.149729,7.133392,7.136508,6.836993,6.716717,6.615805,6.625376,6.789275,6.917329,7.174324,7.189719,6.66925,6.720149,6.319534,6.544137,7.062439,7.464462,7.614608,7.650588,7.978426,8.392579,7.830017,7.850886,7.407376,7.254184,7.417175,7.489942,7.097056,6.974247
ESP,Spain and Andorra,4.159084,4.011831,4.315014,4.6227,4.921674,5.02637,5.463305,5.187519,5.078069,5.337928,5.568451,5.668792,5.453754,5.506793,5.195591,5.001556,5.073383,5.081194,5.18167,5.647006,5.746395,5.927319,6.12537,5.752041,5.983915,6.273829,6.007917,6.471215,6.646123,7.162721,7.477778,7.388985,7.72064,7.760065,8.010497,8.242922,7.907298,8.079577,7.286612,6.36431,6.025519,6.023017,5.814988,5.277855,5.24966,5.603258,5.440439
LKA,Sri Lanka,0.245982,0.245774,0.287432,0.29312,0.247754,0.213304,0.214608,0.226007,0.26359,0.279628,0.274848,0.278372,0.313101,0.315684,0.270361,0.241894,0.236314,0.268389,0.253633,0.237781,0.239279,0.247013,0.305373,0.294995,0.335432,0.335584,0.471031,0.466509,0.478769,0.525357,0.599145,0.590923,0.612522,0.660225,0.676403,0.736698,0.652769,0.712572,0.672856,0.651131,0.708971,0.748484,0.756177,0.654114,0.773664,0.821274,0.887245
SDN,Sudan (the) and South Sudan,0.241145,0.233621,0.244105,0.308448,0.280987,0.210227,0.197585,0.201222,0.177231,0.175665,0.199289,0.186815,0.186409,0.183644,0.159379,0.1825,0.174419,0.130596,0.183488,0.161273,0.210244,0.182875,0.16834,0.116406,0.167485,0.152453,0.144908,0.171528,0.150471,0.160897,0.175563,0.186716,0.224291,0.219255,0.240715,0.264328,0.31791,0.338763,0.349041,0.353025,0.360588,0.364686,0.35058,0.343767,0.332029,0.32945,0.334606
SUR,Suriname,4.380221,4.25167,4.769513,5.39529,4.474046,5.652706,5.234246,5.624204,5.958588,5.288932,5.275413,4.790566,4.221643,3.289422,3.118098,3.639345,3.658391,3.812075,3.515537,3.55889,4.050829,4.016793,3.839816,3.491962,3.392275,3.503955,3.495428,3.334086,3.457814,3.337201,3.610461,3.865862,3.900677,3.931742,3.749363,3.648651,3.655078,3.701494,3.598891,3.623079,3.776103,4.008694,4.006322,3.895798,3.89741,3.8806,3.858303
SWZ,Swaziland,1.008741,0.980549,0.824394,1.006731,1.061577,0.952976,0.74114,0.77635,1.048553,1.160224,0.879593,0.825345,0.594409,0.373708,0.348797,0.467617,0.434065,0.61823,0.405334,0.335049,0.288344,0.278256,0.216262,0.199933,0.165998,0.17644,0.16717,0.185556,0.181399,0.226986,0.350447,0.388328,0.38796,0.396319,0.399915,0.414966,0.442263,0.456431,0.464091,0.461163,0.483256,0.493104,0.488085,0.481331,0.488941,0.485479,0.490725
SWE,Sweden,11.83249,10.85044,10.85625,11.05895,10.15323,10.30971,11.10971,10.64112,9.952633,10.27912,9.369553,8.470311,7.743973,7.061612,6.991477,7.445897,7.621272,7.358547,7.101947,6.729827,6.613506,6.645485,6.882181,6.813835,7.051213,6.993537,7.59418,6.86213,7.023331,6.906585,6.46878,6.454038,6.573872,6.603482,6.414562,6.039497,5.961422,5.631336,5.366793,4.93544,5.520581,4.984967,4.786817,4.589984,4.524287,4.389347,4.542115
CHE,Switzerland and Liechtenstein,6.742417,6.994917,7.063072,7.563353,6.770306,6.348962,6.619621,6.714808,6.919584,6.722055,6.85406,6.458488,6.090958,6.694728,6.575042,7.031244,6.985427,6.701683,6.669544,6.592416,6.881049,7.114019,7.03106,6.593765,6.382851,6.444008,6.507212,6.257087,6.487501,6.465854,6.320057,6.422199,6.243201,6.382821,6.399144,6.433911,6.304453,5.977008,6.105459,5.836331,5.992162,5.398473,5.341427,5.398347,4.859329,4.879708,4.722254
SYR,Syrian Arab Republic,0.983368,0.956953,0.89026,0.816893,1.077736,1.220112,1.352189,1.435862,1.420129,1.75602,1.588994,1.723947,1.974075,2.251103,2.436683,2.133048,2.150911,2.597908,2.491612,2.330827,2.606389,2.766255,2.651365,2.638823,2.716903,2.752771,2.864972,2.781094,2.905152,2.800911,2.775805,2.663098,2.676771,2.622367,2.714434,3.192422,3.241974,3.292555,3.246521,2.963557,2.923663,2.690423,2.575546,2.027975,1.926876,1.999434,2.06819
TWN,Taiwan (Province of China),2.436837,2.4054,2.640384,2.886137,2.788928,2.963023,3.448341,3.645258,4.061328,4.222257,4.575133,4.141485,4.018422,4.215116,4.256393,4.180318,4.765662,4.981877,5.705346,6.122604,6.163002,6.551085,6.884253,7.328266,7.668514,8.052777,8.423521,9.028435,9.453455,9.789644,10.587,10.71726,11.05093,11.38922,11.69087,11.97172,12.2871,12.33963,11.74292,11.09197,11.79149,11.698,11.6741,11.77129,11.75467,11.55505,11.72563
TJK,Tajikistan,2.561887,2.497098,2.55269,2.599628,2.636412,2.770911,2.764696,2.757162,2.754071,2.749665,2.786613,2.716756,2.644856,2.59669,2.494182,2.523789,2.531789,2.492858,2.456426,2.405443,2.307052,2.151576,1.564083,1.025721,0.621011,0.518919,0.452857,0.495527,0.525385,0.485954,0.435015,0.420781,0.422061,0.423317,0.495562,0.461989,0.495279,0.564816,0.510668,0.472283,0.473731,0.461835,0.449192,0.52158,0.671908,0.68453,0.692985
TZA,"Tanzania, United Republic of",0.112706,0.110158,0.12415,0.125261,0.110956,0.10023,0.093892,0.092961,0.093933,0.09615,0.091784,0.089981,0.079119,0.075416,0.075941,0.077869,0.079783,0.078664,0.079702,0.077758,0.079481,0.08188,0.073061,0.074412,0.071169,0.095632,0.110132,0.098554,0.084595,0.076708,0.086103,0.090058,0.100335,0.103341,0.113251,0.141465,0.146762,0.138668,0.14099,0.130714,0.138295,0.159099,0.178693,0.177571,0.175789,0.176145,0.175028
THA,Thailand,0.485315,0.473199,0.520762,0.570739,0.55643,0.556446,0.620746,0.671709,0.728954,0.758628,0.779661,0.752135,0.712441,0.778192,0.838923,0.926198,0.935034,1.05981,1.189487,1.363281,1.634284,1.787528,1.937767,2.172392,2.409515,2.701794,3.001161,3.023578,2.638314,2.726872,2.702891,2.818665,2.965918,3.078037,3.344282,3.440005,3.466943,3.527948,3.546019,3.4191,3.610506,3.691099,3.804383,3.93662,3.843996,3.884956,3.933819
TLS,Timor-Leste,0.082055,0.080482,0.077854,0.076348,0.077819,0.083374,0.075049,0.079448,0.178585,0.142409,0.099101,0.105243,0.108211,0.111151,0.110483,0.095619,0.086316,0.093065,0.087224,0.085528,0.083284,0.082848,0.072975,0.067927,0.078521,0.091309,0.084273,0.074569,0.132649,0.23302,0.308968,0.197184,0.173758,0.171011,0.382514,0.222786,0.221541,0.179528,0.193714,0.236205,0.250442,0.283164,0.481153,0.463274,0.397082,0.382057,0.390305
TGO,Togo,0.162635,0.168443,0.184261,0.158013,0.142482,0.162097,0.140515,0.181063,0.192571,0.209837,0.187678,0.175942,0.1915,0.134227,0.143994,0.131158,0.188808,0.198492,0.188507,0.185757,0.197779,0.178729,0.133055,0.099909,0.178373,0.171434,0.255589,0.18639,0.222348,0.279093,0.25069,0.219156,0.226809,0.265297,0.247521,0.229448,0.207555,0.200372,0.256057,0.258254,0.272966,0.342488,0.31527,0.323699,0.313613,0.296639,0.305065
TON,Tonga,0.067549,0.066203,0.066417,0.065437,0.066547,0.072583,0.066301,0.06785,0.074693,0.077056,0.078134,0.080176,0.082128,0.081698,0.081331,0.065193,0.060401,0.067994,0.063255,0.061739,0.602913,0.813845,1.091461,1.136189,1.208985,0.841202,2.313969,1.722202,1.57402,1.867816,1.864338,1.633435,1.060419,1.044896,1.161239,1.543673,1.990413,1.669702,1.850257,1.745521,1.791604,1.795831,1.804976,1.969123,2.068424,2.212416,2.349302
TTO,Trinidad and Tobago,6.65005,6.550003,6.581364,6.734816,6.44285,5.722146,6.503862,7.192902,7.540871,7.39447,7.83347,8.245643,9.120793,9.474846,9.748385,9.799155,9.759759,9.881696,10.63633,10.55152,10.39197,10.49601,10.6982,10.17039,10.89166,10.75666,11.72437,12.05715,13.57112,14.5121,17.29639,18.89774,19.97663,21.57374,21.95893,26.47286,28.33852,30.55441,29.78087,28.45758,30.96781,27.4943,25.48579,27.06245,27.26403,27.33575,25.71637
TUN,Tunisia,0.831832,0.817485,0.89742,0.883802,0.953939,0.950467,0.992445,1.090233,1.184956,1.365106,1.467175,1.474203,1.392799,1.574795,1.593245,1.604417,1.607562,1.588481,1.656194,1.747896,1.779566,1.793094,1.862399,1.896081,1.870773,1.880041,1.907847,1.943714,1.999586,2.082443,2.167326,2.23165,2.192394,2.153739,2.263414,2.299159,2.349612,2.399579,2.418763,2.3652,2.415459,2.247189,2.333099,2.319609,2.450184,2.580364,2.578593
TUR,Turkey,1.280572,1.372271,1.553351,1.647729,1.678137,1.776796,1.92709,2.074598,2.005149,1.810486,1.844889,1.811254,1.921666,1.981146,2.052711,2.185126,2.325526,2.513744,2.386829,2.57966,2.773236,2.772535,2.799263,2.870619,2.813276,3.018095,3.244392,3.360515,3.348924,3.257494,3.5898,3.215419,3.335943,3.456784,3.511769,3.624521,3.953338,4.287275,4.267541,4.144586,4.260124,4.444958,4.525653,4.268184,4.482679,4.466871,4.630475
TKM,Turkmenistan,8.720409,8.504868,8.803683,9.026509,9.26665,9.798378,10.09139,10.21446,10.34494,10.4535,10.87848,11.0187,11.16209,11.29638,11.47042,11.77409,11.81662,11.84437,11.86806,11.79594,12.40253,10.2301,7.331236,6.764032,8.283338,8.212862,7.321332,7.170931,7.356624,8.570476,8.651281,8.885173,9.380758,10.38042,10.73039,11.0065,11.29927,12.35412,12.80764,10.95634,12.12617,12.98035,13.12182,13.08491,13.04074,14.14407,14.00693
TCA,Turks and Caicos Islands (the),0.196962,0.193508,0.194864,0.199287,0.212567,0.270748,0.285877,0.280279,0.299818,0.287785,0.38065,0.387542,0.389166,0.393261,0.414857,0.401974,0.403574,0.583688,0.551031,0.588075,0.583589,1.064958,0.942267,0.997461,1.013108,0.972359,0.674135,0.736313,1.096904,1.185721,1.253344,1.280437,1.214389,1.235725,1.335632,1.338707,1.364799,1.600132,1.571707,1.65035,1.78388,1.734253,1.713054,1.844603,1.839226,1.879708,1.875386
UGA,Uganda,0.025379,0.02539,0.023303,0.023014,0.023047,0.021448,0.031494,0.03393,0.033087,0.035171,0.038449,0.036083,0.033092,0.031701,0.031602,0.032417,0.035562,0.042063,0.046244,0.042654,0.086268,0.102159,0.099682,0.101166,0.116683,0.117182,0.115103,0.131386,0.119339,0.120825,0.11242,0.114756,0.110399,0.118187,0.115288,0.112508,0.108273,0.113298,0.121919,0.113234,0.120807,0.123782,0.123846,0.122028,0.122648,0.120332,0.120711
UKR,Ukraine,10.10343,10.03407,10.53941,11.29231,11.78768,11.96232,12.89423,12.92918,14.45975,14.67575,15.02124,14.35799,14.45191,14.65414,14.71692,14.73608,15.28593,16.02928,16.12895,16.0978,15.29864,14.32261,12.58504,11.00419,9.138843,9.054229,7.785952,7.549664,7.277763,7.318696,7.333605,7.366232,7.439361,7.983054,7.644739,7.517984,7.617333,7.824287,7.506747,6.233826,6.746938,7.09065,6.942292,6.767116,5.972966,4.82981,5.252705
ARE,United Arab Emirates (the),74.52202,81.58336,74.54007,80.64724,68.32795,59.49568,63.31318,55.80667,56.1901,36.98294,37.16697,32.57315,30.89637,28.35741,36.44178,36.06483,33.46168,32.91207,30.44,32.13877,30.39125,32.64804,29.70313,29.61238,30.93173,31.39457,33.1312,31.07105,30.70719,29.96157,29.70661,28.21388,29.8256,29.5821,28.29406,25.98084,24.06323,22.60315,23.06263,21.35282,20.69547,20.38472,21.04397,21.36449,21.43384,22.89653,23.6018
GBR,United Kingdom of Great Britain and Northern Ireland (the),12.13728,11.94266,11.52187,12.06927,11.27633,10.92395,11.01179,11.19027,11.16135,11.79072,10.72407,10.36754,10.12615,9.975305,9.656457,10.10239,10.31596,10.39283,10.36531,10.09579,10.06702,10.19938,9.929913,9.625828,9.53454,9.365557,9.646486,9.240187,9.264041,9.149064,9.225049,9.436021,9.110215,9.281403,9.227768,9.140475,9.076119,8.824519,8.509318,7.565586,7.732508,7.058255,7.185328,6.973025,6.313904,6.008355,5.590583
USA,United States of America (the),21.83507,21.09099,22.05794,22.72427,21.75722,20.60437,21.74672,22.2746,22.0555,21.93377,20.77258,20.29337,19.03756,18.76206,19.39812,19.33295,19.0321,19.53068,20.18902,20.27193,19.58751,19.27058,19.4075,19.62468,19.70592,19.68517,20.0471,20.44128,20.2462,20.11052,20.60461,20.21352,19.77075,19.86214,19.84711,19.75285,19.13961,19.22296,18.49164,16.96017,17.67064,17.13365,16.31459,16.38949,16.53585,15.98258,15.56424
URY,Uruguay,1.942694,1.929624,2.09317,1.974708,1.91387,2.025406,2.079116,2.024619,2.03988,2.192766,1.952535,1.748898,1.612237,1.280787,1.144808,1.062963,1.039814,1.163753,1.473822,1.577973,1.242791,1.401338,1.526365,1.432612,1.336215,1.455729,1.688856,1.703193,1.754462,2.050769,1.632002,1.496711,1.379117,1.366574,1.708592,1.637713,1.917011,1.772513,2.329447,2.368612,1.953653,2.327551,2.346021,2.035509,1.79296,1.861753,1.891864
UZB,Uzbekistan,4.028717,3.925619,4.055512,4.159851,4.324125,4.675769,4.624683,4.686104,4.727462,4.771062,4.975607,5.04789,5.132471,5.180169,5.20609,5.332907,5.399488,5.477177,5.484941,5.423479,5.982592,6.003212,5.517987,5.394826,5.051376,4.412383,4.393532,4.399996,4.928279,4.898092,4.853061,4.844184,5.002843,4.751277,4.579352,4.352848,4.435675,4.390724,4.317208,3.836422,3.740479,3.940644,3.947133,3.492313,3.473002,3.471917,3.482399
VUT,Vanuatu,0.279565,0.27203,0.23599,0.254917,0.28731,0.282761,0.290074,0.444083,0.770746,0.695446,0.499546,0.7475,0.540263,0.552398,0.521912,0.561408,0.493577,0.531177,0.534226,0.432699,0.431996,0.370189,0.256558,0.248664,0.249615,0.259498,0.26592,0.240006,0.246059,0.253314,0.33364,0.337186,0.294069,0.299358,0.314521,0.314047,0.296988,0.266963,0.299675,0.330083,0.383297,0.407898,0.420551,0.447841,0.463846,0.484845,0.510021
VEN,Venezuela (Bolivarian Republic of),5.179663,4.948761,4.875727,5.453635,5.242346,4.85445,5.072302,5.124077,5.314903,5.886682,6.249009,6.108381,6.02971,5.815533,5.746524,5.622965,5.512771,5.360292,5.290008,5.467545,5.547313,5.387244,5.394265,5.584398,5.51796,5.833067,6.027316,6.169271,6.278376,5.530298,5.749856,5.886531,5.545447,5.222768,5.413697,6.017022,6.062724,5.381775,6.528442,6.392497,6.755179,5.904625,6.566044,6.137498,6.056903,5.746608,5.565957
VNM,Viet Nam,0.394934,0.383684,0.364737,0.396577,0.320455,0.366876,0.25796,0.274134,0.281072,0.288412,0.294668,0.295812,0.312648,0.328208,0.321717,0.316904,0.33935,0.370865,0.354352,0.296602,0.294076,0.287079,0.29603,0.340264,0.38943,0.442145,0.48945,0.559656,0.616702,0.624239,0.682142,0.745482,0.870306,0.917576,1.078193,1.171798,1.193365,1.30944,1.433578,1.603364,1.742135,1.802862,1.819267,1.880419,2.01648,2.199227,2.178035
VGB,Virgin Islands (British),1.292611,1.273942,1.748184,1.871329,1.612723,2.018044,1.649908,1.863647,1.636917,1.579374,1.605005,2.758094,2.515405,2.619419,2.469932,2.069563,2.433215,2.638395,2.809122,2.955594,2.79855,2.666425,2.703347,2.444551,2.53358,2.5406,2.782043,2.504532,2.548416,2.555533,2.631897,2.681661,2.56745,2.747874,2.862283,2.752118,2.678148,2.932199,2.86544,2.864739,2.977658,3.021302,2.969094,3.198364,3.191935,3.264938,3.249571
ESH,Western Sahara,0.102183,0.10254,0.112912,0.106665,0.11255,0.105077,0.198434,0.152103,0.153791,0.244963,0.287616,0.283795,0.209569,0.203774,0.187494,0.220222,0.25661,0.446145,0.324331,0.264769,0.465969,0.504131,0.428279,0.387088,0.242154,0.267163,0.266137,0.27875,0.274117,0.267526,0.337811,0.345796,0.323116,0.310097,0.306365,0.312905,0.32649,0.344255,0.358823,0.360413,0.380203,0.391185,0.388311,0.382129,0.389628,0.38461,0.385142
WORLD,World,4.258756,4.15558,4.276626,4.442425,4.347161,4.253867,4.413518,4.465842,4.526003,4.574055,4.44345,4.283845,4.156651,4.104924,4.162184,4.141688,4.138508,4.195567,4.266923,4.267158,4.214841,4.169532,4.090655,4.054987,4.039757,4.109051,4.129952,4.128656,4.096209,4.079304,4.170604,4.161408,4.181679,4.309898,4.448748,4.557681,4.647433,4.759622,4.735201,4.62939,4.829541,4.90874,4.8827,4.913044,4.896238,4.826818,4.79628
YEM,Yemen,0.240851,0.2387,0.277835,0.337204,0.327912,0.30609,0.362836,0.355807,0.378083,0.39142,0.480806,0.465376,0.503749,0.533554,0.525016,0.539422,0.550611,0.581375,0.597903,0.595729,0.567485,0.681719,0.703115,0.602047,0.65577,0.705725,0.695252,0.726203,0.752233,0.824124,0.855049,0.888809,0.867794,0.977771,0.998745,1.042985,1.051499,1.137265,1.111451,1.17595,1.145865,0.925885,0.895113,1.157756,1.016836,0.938293,0.929275
ZMB,Zambia,0.873051,0.881044,0.942622,0.975597,0.945692,0.947727,0.913158,0.797647,0.736623,0.643665,0.618519,0.54704,0.513274,0.484516,0.461752,0.444085,0.443067,0.424166,0.447976,0.450624,0.360333,0.364662,0.354716,0.309978,0.257676,0.248404,0.20285,0.249726,0.231066,0.183449,0.181363,0.177596,0.180582,0.188853,0.187933,0.194359,0.218892,0.14323,0.147933,0.157462,0.167542,0.190791,0.235305,0.244006,0.265929,0.251904,0.253328
ZWE,Zimbabwe,1.858699,1.789765,1.647278,1.845004,1.733521,1.478716,1.586796,1.391898,1.298899,1.296953,1.33916,1.234586,1.139672,1.08752,1.101445,1.226751,1.358225,1.677329,1.569324,1.542303,1.680215,1.814931,1.774597,1.597011,1.468556,1.420836,1.345059,1.240699,1.237461,1.373135,1.151585,1.103233,1.025539,0.892616,0.818821,0.883,0.801321,0.771926,0.581654,0.622646,0.675992,0.722225,0.728726,0.72037,0.698475,0.664591,0.62115
